#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
Autocorrelation Mean of Batches (lag=0);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1754.0095328499865;0.9990338164251208
Autocorrelation Mean of Batches (lag=1);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1741.656668318601;0.9919979770152172
Autocorrelation Mean of Batches (lag=2);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1722.8159922640489;0.9812668651539121
Autocorrelation Mean of Batches (lag=3);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1705.4664790010231;0.971385077099935
Autocorrelation Mean of Batches (lag=4);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1688.0164174057254;0.9614460195829115
Autocorrelation Mean of Batches (lag=5);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1670.3888250031364;0.9514058455801336
Autocorrelation Mean of Batches (lag=6);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1653.89765852956;0.9420129473826937
Autocorrelation Mean of Batches (lag=7);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1638.8148350687595;0.9334222012081126
Autocorrelation Mean of Batches (lag=8);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1624.0208039571833;0.9249959429210808
Autocorrelation Mean of Batches (lag=9);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1609.4375998999267;0.9166897657127079
Autocorrelation Mean of Batches (lag=10);1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;1596.6683264249311;0.9094167516419275
