#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
Mean of Batches belowrelativeErrorCounterBatchMeans;1035;54.29161797101442;1755.7058670210213;41.901143982247326;0.7717792460084316;0.41770000000000007;180.8921;0.05;1.9839775577557757;51.7076182300707;;56.875617711958135;0.0499732888381424;2.5839997409437205
Mean of Samples with rel. error belowrelativeErrorCounterBatchMeans;10350;54.291617971014766;1761.196084251728;41.96660677552723;0.7729850084396523;0.0;183.786;0.05;1.9837539753975397;53.47330111688224;;55.10993482514729;0.015303279151287956;0.818316854132527
