#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;340;88.85437058823533;144.88532376786003;12.03683196559045;0.1354669656191811;57.027;109.19
Naive Waiting Counter;0;0.0;0.0;0.0;0.0;Infinity;-Infinity
service time/customer;340;1.0394882352941164;1.0670421444039597;1.0329773203725046;0.9937364226928749;0.006;7.288
Probability Excess Waiting time;340;1.0;0.0;0.0;0.0;1.0;1.0
