#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX;alpha;tz(1-alpha/2);lowerBound;upperBound;maxRelErr;maxAbsErr
Mean of Batches belowrelativeErrorCounterBatchMeans;1108;32.41586037906133;669.5492143406638;25.875649061244122;0.7982403909278377;0.04190000000000001;124.67699999999999;0.05;1.983975805580558;30.873599831391182;;33.958120926731475;0.04995402402352931;1.5422605476701456
Mean of Samples with rel. error belowrelativeErrorCounterBatchMeans;11080;32.415860379061535;675.8946983389254;25.997974889189454;0.8020140321798276;0.0;129.297;0.05;1.9837364536453646;31.92590828396476;;32.90581247415831;0.015346535820967126;0.4899520950967763
Batch Mean below rel. error threshold;0;0.0;0.0;0.0;0.0;Infinity;-Infinity;0.05;0.0;NaN;;NaN;Infinity;NaN
