#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,05162454873646209
1,5;0,022382671480144403
2,5;0,01967509025270758
3,5;0,0203971119133574
4,5;0,020487364620938628
5,5;0,0148014440433213
6,5;0,01660649819494585
7,5;0,020577617328519857
8,5;0,02292418772563177
9,5;0,023014440433212997
10,5;0,023736462093862817
11,5;0,021931407942238267
12,5;0,016696750902527077
13,5;0,020667870036101082
14,5;0,01832129963898917
15,5;0,01895306859205776
16,5;0,016335740072202166
17,5;0,015613718411552346
18,5;0,015342960288808664
19,5;0,017057761732851985
20,5;0,015342960288808664
21,5;0,015072202166064983
22,5;0,017509025270758122
23,5;0,014350180505415162
24,5;0,016064981949458483
25,5;0,013898916967509025
26,5;0,013628158844765342
27,5;0,010379061371841155
28,5;0,01164259927797834
29,5;0,013628158844765342
30,5;0,011101083032490975
31,5;0,00911552346570397
32,5;0,00776173285198556
33,5;0,006678700361010831
34,5;0,007310469314079422
35,5;0,009025270758122744
36,5;0,010108303249097473
37,5;0,010379061371841155
38,5;0,009657039711191336
39,5;0,007129963898916967
40,5;0,007310469314079422
41,5;0,010379061371841155
42,5;0,01164259927797834
43,5;0,009025270758122744
44,5;0,00947653429602888
45,5;0,007490974729241877
46,5;0,008303249097472924
47,5;0,010830324909747292
48,5;0,00911552346570397
49,5;0,008303249097472924
50,5;0,009657039711191336
51,5;0,009747292418772563
52,5;0,00983754512635379
53,5;0,010018050541516246
54,5;0,009296028880866426
55,5;0,008303249097472924
56,5;0,01164259927797834
57,5;0,007220216606498195
58,5;0,008393501805054151
59,5;0,00884476534296029
60,5;0,00776173285198556
61,5;0,008574007220216607
62,5;0,009296028880866426
63,5;0,00631768953068592
64,5;0,005595667870036101
65,5;0,005234657039711191
66,5;0,006588447653429603
67,5;0,006046931407942238
68,5;0,004963898916967509
69,5;0,0047833935018050545
70,5;0,003249097472924188
71,5;0,004151624548736462
72,5;0,0048736462093862815
73,5;0,006678700361010831
74,5;0,004332129963898917
75,5;0,004422382671480145
76,5;0,002707581227436823
77,5;0,005415162454873646
78,5;0,004422382671480145
79,5;0,0628158844765343
